Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Revenue_per_Month,Average_Monthly_Charges,Charges_Evolution,Total_Services,Contract_Risk_Score,Payment_Risk_Score,Service_Dependency_Score,Loyalty_Adjusted_Value,Gender_Encoded,Contract_Encoded,Payment Method_Encoded,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Value_Segment_Low,Value_Segment_Medium,Value_Segment_High,Value_Segment_Premium,customer_sentiment,sentiment_encoded,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9
No,Yes,Yes,-0.989731303,Yes,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.19372255,-0.919416145,No,0.196015151,0.196015151,0,2,3,3,0,-0.718015788,1,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.33381236,-1.1967976,2.3339431,0.31111926,-0.08381653,-0.59743494,-0.3407434,-0.59925693,-0.6640117,-0.34844413
No,No,No,-0.836928894,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,-0.940251088,-0.930672689,No,-0.846866816,-0.846866816,-2.192436476,1,3,3,-0.490545965,-0.980508847,1,0,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,-0.23964405,-1.1852058,2.1075323,0.44182575,-0.29539564,-0.6258577,-0.52084744,-0.27584654,-0.1766276,-0.32098648
No,Yes,No,0.423157935,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0.740911324,0.779127203,No,0.707528837,0.707528837,0.957580621,6,2,1,0.76880815,0.812144294,0,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.7082569,-0.3377057,-1.482751,1.5931457,0.85808265,-0.7745808,1.4795299,0.06541528,-0.090036236,0.77697134
No,No,No,-0.989731303,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-0.946216366,-1.172505344,No,-0.956063263,-0.956063263,0,1,3,2,-0.490545965,-1.178320087,1,0,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,-0.30324173,-1.2426751,2.085605,0.3953923,-0.2995056,-0.5232691,-0.41131353,-0.32076603,-0.25340107,-0.21803945
No,No,No,-0.207624098,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,-0.956172309,-0.474518881,No,-0.944040533,-0.944040533,-0.471933487,1,2,2,-0.490545965,-0.688274172,1,1,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,0.67538846,0.5493585,-0.10491368,0.6183002,-0.3099167,-1.3213812,-1.1170443,0.5725961,0.45100588,1.6607683
No,No,No,0.392528833,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),-0.953183693,-0.147974676,No,-0.969268342,-0.969268342,0.131323125,1,2,1,-0.490545965,-0.556670977,0,1,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,0.67538846,0.5493585,-0.10491368,0.6183002,-0.3099167,-1.3213812,-1.1170443,0.5725961,0.45100588,1.6607683
No,Yes,No,0.392528833,Yes,No,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),-0.180226311,0.408257024,No,-0.159092335,-0.159092335,-0.503909002,4,2,1,0.19141875,0.196044564,0,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,Yes,Yes,-0.406811682,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-0.959162515,-0.616067347,No,-0.951863516,-0.951863516,-0.370100516,1,1,2,-0.490545965,-0.755439646,0,2,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,0.67538846,0.5493585,-0.10491368,0.6183002,-0.3099167,-1.3213812,-1.1170443,0.5725961,0.45100588,1.6607683
No,No,No,-0.989731303,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-0.932306863,-1.167394392,No,-0.941921648,-0.941921648,0,1,3,2,-0.490545965,-1.170239352,0,0,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,-0.28275943,-1.1854938,2.0910802,0.32578325,-0.36286592,-0.5581778,-0.4177598,-0.3637247,-0.28609198,-0.20313859
No,No,Yes,-0.989731303,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-0.929330532,-1.166315082,No,-0.938896092,-0.938896092,0,1,3,2,-0.490545965,-1.168526189,1,0,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,-0.2776221,-1.2608393,2.2168453,0.40486002,-0.12782553,-0.56251776,-0.41902906,-0.35735023,-0.3276081,-0.2869418
No,No,No,0.567613019,Yes,Yes,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,0.020917729,0.627986305,No,0.042853715,0.042853715,-0.491085777,5,2,3,0.359472591,0.392559356,1,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,No,No,-0.836928894,Yes,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,-0.288252037,-0.71237925,No,-0.133841392,-0.133841392,-3.549352763,2,3,2,0,-0.574577525,1,0,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NEGATIVE,0,-0.21642601,-1.2172437,2.2767816,0.30062652,-0.20739685,-0.6534869,-0.59959155,-0.46303815,-0.44480258,-0.53575945
No,No,No,0.312977886,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-0.966145911,-0.186393538,No,-0.96532836,-0.96532836,-0.234463623,1,1,1,-0.490545965,-0.587102148,1,2,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,0.67538846,0.5493585,-0.10491368,0.6183002,-0.3099167,-1.3213812,-1.1170443,0.5725961,0.45100588,1.6607683
No,No,No,-0.989731303,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-0.378442777,-1.019179601,No,-0.380875015,-0.380875015,0,1,3,1,-0.490545965,-0.913756135,1,0,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NEGATIVE,0,-0.26317704,-1.2914304,2.1294684,0.2895405,-0.34438658,-0.6809244,-0.36786458,-0.6591313,-0.5929298,-0.30560645
No,Yes,Yes,0.674380521,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-0.940251088,0.031742073,No,-0.937078718,-0.937078718,-0.276558351,1,1,1,-0.490545965,-0.497194399,0,2,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,0.67538846,0.5493585,-0.10491368,0.6183002,-0.3099167,-1.3213812,-1.1170443,0.5725961,0.45100588,1.6607683
No,Yes,Yes,0.453164923,Yes,Yes,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0.361480639,0.695365559,No,0.406323386,0.406323386,-0.991491945,3,3,1,0.19141875,0.592144777,1,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,No,No,0.661406842,Yes,Yes,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),0.358799619,0.84160063,No,0.379684923,0.379684923,-0.4216904,4,2,1,0.19141875,0.650350267,0,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,Yes,Yes,0.621866998,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.613896953,0.8924706,No,0.586049403,0.586049403,0.800979298,5,1,1,0.645020411,0.800421905,1,2,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.7082569,-0.3377057,-1.482751,1.5931457,0.85808265,-0.7745808,1.4795299,0.06541528,-0.090036236,0.77697134
No,Yes,No,-0.375410687,Yes,No,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),-0.370981231,-0.306122957,No,-0.419107666,-0.419107666,1.065071336,2,3,1,-0.222876017,-0.231763816,1,0,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,Yes,Yes,-0.207624098,Yes,Yes,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.45244692,0.148302264,No,0.461829437,0.461829437,-0.13420592,4,3,1,0.359472591,0.37143292,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,Yes,Yes,0.361240019,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.450666717,0.63302479,No,0.432326946,0.432326946,0.5411164,3,3,1,0.359472591,0.618415687,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.7082569,-0.3377057,-1.482751,1.5931457,0.85808265,-0.7745808,1.4795299,0.06541528,-0.090036236,0.77697134
No,No,No,0.687254774,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),0.555471892,0.928906124,No,0.551832628,0.551832628,0.195593206,5,1,1,0.509454035,0.783160178,0,2,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,Yes,No,0.312977886,Yes,Yes,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,-0.317010696,0.27521938,No,-0.311820854,-0.311820854,-0.161806141,2,3,3,-0.222876017,0.066538558,0,0,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,No,No,-0.110254122,Yes,Yes,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.262062997,0.181518959,No,0.274126329,0.274126329,-0.223378454,3,3,1,0,0.313729911,1,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,Yes,Yes,-0.723022973,No,No phone service,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,-0.672278301,-0.751162508,No,-0.708041398,-0.708041398,0.674147308,2,3,3,-0.490545965,-0.677641638,0,0,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,-0.31579733,-1.2012558,2.0501783,0.4211192,-0.3238632,-0.73598564,-0.5689187,-0.33069772,-0.25215605,-0.35705572
No,Yes,Yes,0.081050692,Yes,Yes,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),0.329286931,0.361273537,No,0.313267528,0.313267528,0.464610365,4,3,1,0.19141875,0.439799306,0,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,No,No,0.245892753,Yes,Yes,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),-0.186667464,0.267025985,No,-0.233649599,-0.233649599,1.095119861,3,2,1,0,0.149387102,0,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,No,No,-0.133735356,Yes,No,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),0.531531103,0.238658379,No,0.531047564,0.531047564,0.115314115,5,2,1,0.645020411,0.455832911,1,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.7082569,-0.3377057,-1.482751,1.5931457,0.85808265,-0.7745808,1.4795299,0.06541528,-0.090036236,0.77697134
No,No,No,-0.586532311,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0.006368865,-0.375741405,No,-0.020645816,-0.020645816,0.667538787,1,3,1,-0.490545965,-0.140155197,1,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.424518,-1.3243237,2.2752967,0.50400656,-0.040213868,-0.72440565,-0.56204575,-0.5219696,-0.4971272,-0.51854575
No,No,No,0.608472947,Yes,No,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,-0.285472085,0.463125129,No,-0.329889523,-0.329889523,1.005051577,3,2,2,0,0.164767956,1,1,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
Yes,No,No,-0.110254122,Yes,Yes,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),-0.285472085,-0.03652909,No,-0.30563228,-0.30563228,0.434846478,2,3,1,-0.222876017,-0.047658437,1,0,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,No,No,0.423157935,Yes,No,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,0.537740217,0.707860562,No,0.503269334,0.503269334,0.952991703,5,2,2,0.645020411,0.692263913,0,1,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.7082569,-0.3377057,-1.482751,1.5931457,0.85808265,-0.7745808,1.4795299,0.06541528,-0.090036236,0.77697134
No,No,No,0.525677826,No,No phone service,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,-0.307727187,0.424398175,No,-0.302884882,-0.302884882,-0.151841869,4,1,3,0.359472591,0.127436619,0,2,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NEGATIVE,0,-0.2044867,0.6997704,-0.6000474,0.25927567,-0.20034611,0.24076413,0.77594614,0.8706671,-0.010814726,0.9306907
No,No,No,-0.207624098,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),-0.963151949,-0.460435459,No,-0.926055888,-0.926055888,-1.002418999,1,2,1,-0.490545965,-0.696512951,0,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,0.67538846,0.5493585,-0.10491368,0.6183002,-0.3099167,-1.3213812,-1.1170443,0.5725961,0.45100588,1.6607683
No,Yes,Yes,-0.133735356,Yes,Yes,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,0.275524727,0.135907894,No,0.199365526,0.199365526,1.927497975,2,3,3,0,0.310128115,0,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,Yes,No,0.687254774,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0.189218438,0.769956217,No,0.169034894,0.169034894,0.540698907,6,1,3,0.76880815,0.542570561,1,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.2044867,0.6997704,-0.6000474,0.25927567,-0.20034611,0.24076413,0.77594614,0.8706671,-0.010814726,0.9306907
No,No,No,-0.182380612,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-0.958165602,-0.495439904,No,-0.988725031,-0.988725031,0.440854951,1,1,2,-0.490545965,-0.683614241,1,2,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,0.67538846,0.5493585,-0.10491368,0.6183002,-0.3099167,-1.3213812,-1.1170443,0.5725961,0.45100588,1.6607683
Yes,No,No,0.041227311,Yes,Yes,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.366841712,0.352988821,No,0.389583037,0.389583037,-0.465087616,3,3,3,0.19141875,0.445683172,1,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,No,No,0.482583998,Yes,No,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,-0.010923394,0.530875804,No,-0.036302916,-0.036302916,0.624464058,5,1,2,0.509454035,0.347012551,0,2,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,Yes,Yes,0.296512848,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-0.950196653,-0.19622778,No,-0.966232518,-0.966232518,0.13143706,1,1,1,-0.490545965,-0.569099087,0,2,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,0.67538846,0.5493585,-0.10491368,0.6183002,-0.3099167,-1.3213812,-1.1170443,0.5725961,0.45100588,1.6607683
No,No,No,-0.509281283,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.447996159,-0.137784815,No,0.57506211,0.57506211,-2.930096392,4,3,3,0.359472591,0.157365039,1,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.3948313,-1.1782067,2.4121587,0.58907074,-0.13928689,-0.5541818,-0.73037565,-0.6132139,-0.4697157,-0.43306398
No,No,Yes,-0.375410687,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-0.951192159,-0.612611573,No,-0.976911744,-0.976911744,0.339588065,1,3,2,-0.490545965,-0.735376491,1,0,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,0.67538846,0.5493585,-0.10491368,0.6183002,-0.3099167,-1.3213812,-1.1170443,0.5725961,0.45100588,1.6607683
No,Yes,No,-0.042779616,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,0.190119341,0.218501183,No,0.20675756,0.20675756,-0.342128926,5,2,2,0.645020411,0.301316452,1,1,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.2044867,0.6997704,-0.6000474,0.25927567,-0.20034611,0.24076413,0.77594614,0.8706671,-0.010814726,0.9306907
No,Yes,Yes,0.648331552,Yes,Yes,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),0.413250935,0.842866652,No,0.406566358,0.406566358,0.250346367,4,1,1,0.359472591,0.682240597,0,2,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,Yes,No,0.119596547,No,No phone service,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),-0.442981538,0.079516829,No,-0.424552802,-0.424552802,-0.489997369,3,1,1,0,-0.092097193,0,2,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,Yes,No,0.296512848,Yes,Yes,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),0.152246322,0.485095393,No,0.177227704,0.177227704,-0.5445283,5,2,1,0.645020411,0.405679228,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.2044867,0.6997704,-0.6000474,0.25927567,-0.20034611,0.24076413,0.77594614,0.8706671,-0.010814726,0.9306907
No,No,No,-0.287624706,Yes,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.238708844,-0.023621414,No,0.143994941,0.143994941,2.373922674,3,3,3,0.19141875,0.204771541,0,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,No,No,-0.157765011,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-0.958165602,-0.469260098,No,-0.976239169,-0.976239169,0.172091018,1,2,2,-0.490545965,-0.676973857,1,1,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,0.67538846,0.5493585,-0.10491368,0.6183002,-0.3099167,-1.3213812,-1.1170443,0.5725961,0.45100588,1.6607683
No,Yes,No,0.621866998,Yes,No,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,-0.045559287,0.634850577,No,-0.022585082,-0.022585082,-0.525240214,5,1,2,0.509454035,0.357028881,1,2,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,Yes,Yes,0.621866998,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.632458474,0.875703143,No,0.541432274,0.541432274,2.382031655,5,1,1,0.645020411,0.811694174,0,2,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.7082569,-0.3377057,-1.482751,1.5931457,0.85808265,-0.7745808,1.4795299,0.06541528,-0.090036236,0.77697134
Yes,No,No,-0.546835077,Yes,No,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),0.093488185,-0.324139481,No,0.009574768,0.009574768,2.066968741,2,3,1,-0.222876017,-0.058521941,0,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.30698812,-1.1200875,2.1207776,0.46557608,-0.22878969,-0.5836166,-0.5904201,-0.48975015,-0.5455114,-0.46970364
No,No,No,-0.723022973,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-0.947211178,-0.833332923,No,-0.887906546,-0.887906546,-1.470333932,1,3,2,-0.490545965,-0.897475623,0,0,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,-0.2556814,-1.1908197,2.1162076,0.45371795,-0.3134889,-0.6089306,-0.49881792,-0.23978397,-0.12606996,-0.25735897
No,No,No,0.438236982,No,No phone service,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),-0.464570033,0.275379292,No,-0.460966014,-0.460966014,-0.158278204,3,1,1,0,-0.027700008,1,2,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,Yes,No,0.661406842,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),0.161270273,0.770330813,No,0.211124197,0.211124197,-1.128294236,6,1,1,0.645020411,0.516558418,1,2,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,Yes,Yes,0.423157935,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,0.277318976,0.633311586,No,0.305333809,0.305333809,-0.600925655,6,3,3,0.76880815,0.528472675,1,0,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.2044867,0.6997704,-0.6000474,0.25927567,-0.20034611,0.24076413,0.77594614,0.8706671,-0.010814726,0.9306907
No,No,No,0.041227311,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),-0.948206163,-0.353050838,No,-0.980230832,-0.980230832,0.477037756,1,2,1,-0.490545965,-0.616813577,0,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,0.67538846,0.5493585,-0.10491368,0.6183002,-0.3099167,-1.3213812,-1.1170443,0.5725961,0.45100588,1.6607683
No,Yes,Yes,-0.406811682,Yes,No,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),-0.156325437,-0.262334088,No,-0.232851121,-0.232851121,1.809256545,4,3,1,0.19141875,-0.105338586,1,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,Yes,Yes,-0.021185495,Yes,Yes,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.376576988,0.003139356,No,-0.370209631,-0.370209631,-0.20156711,1,3,2,-0.490545965,-0.08364658,0,0,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,Yes,No,0.175253776,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-0.942238832,-0.265755413,No,-0.968908377,-0.968908377,0.363965753,1,1,1,-0.490545965,-0.581536123,1,2,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,0.67538846,0.5493585,-0.10491368,0.6183002,-0.3099167,-1.3213812,-1.1170443,0.5725961,0.45100588,1.6607683
No,Yes,No,0.407923413,Yes,No,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,0.091677376,0.526480746,No,0.073846855,0.073846855,0.464955808,5,2,2,0.645020411,0.398901428,1,1,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.2044867,0.6997704,-0.6000474,0.25927567,-0.20034611,0.24076413,0.77594614,0.8706671,-0.010814726,0.9306907
